customer_id,current_limit,recommended_limit,action,pd_current,pd_recommended,ead_current,ead_recommended,ep_current,ep_recommended,ep_uplift,el_uplift_proxy,ead_uplift,top_features,reason_codes,top_shap_value
1.0,20000.0,16000.0,decrease,0.9200000166893005,0.9200000166893005,3736.298583984375,3444.492756804207,-2693.8713289377024,-2483.4793236447736,210.39200529292884,-268.4613658757894,-291.80582718016785,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
2.0,120000.0,96000.0,decrease,0.3012048304080963,0.3012048304080963,2313.586669921875,2132.8949888920224,-522.7869843897724,-481.9571938926198,40.82979049715266,-54.42520714075056,-180.6916810298526,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
3.0,90000.0,99000.00000000001,increase,0.08115942031145096,0.07384615391492844,23158.634765625,23931.173540862037,-1156.2535767418171,-1054.8124966177584,101.44108012405877,-112.316248119379,772.538775237037,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
4.0,50000.0,50000.0,hold,0.13811007142066956,0.13811007142066956,47323.546875,47323.546875,-4518.833547903523,-4518.833547903523,0.0,0.0,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
5.0,50000.0,40000.0,decrease,0.1133093535900116,0.1133093535900116,7438.150390625,6857.229037944379,-562.6773542742338,-518.7321161973421,43.94523807689177,-65.82382295887624,-580.9213526806207,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
6.0,50000.0,50000.0,hold,0.2755555510520935,0.2522522509098053,61571.22265625,61571.22265625,-12649.46541055154,-11501.615265202541,1147.850145348999,-1434.8126816862496,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
7.0,500000.0,400000.0,decrease,0.03875968977808952,0.03867403417825699,376974.65625,347532.84400712256,-6034.51674061155,-5539.405009651813,495.11173095973663,-1170.9236432536236,-29441.812242877437,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
8.0,100000.0,80000.0,decrease,0.1371428519487381,0.1371428519487381,8519.92578125,7854.517507733442,-806.9586493070144,-743.9349827374854,63.02366656952904,-91.2559883403469,-665.4082735165584,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
9.0,140000.0,112000.0,decrease,0.20334261655807495,0.20334261655807495,12372.3115234375,11406.03098748056,-1827.0698855863604,-1684.3752836172164,142.69460196914406,-196.4860125106229,-966.2805359569393,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
10.0,20000.0,20000.0,hold,0.08115942031145096,0.08115942031145096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
11.0,200000.0,160000.0,decrease,0.20334261655807495,0.20334261655807495,10803.01171875,9959.29387881619,-1595.3249598972873,-1470.7296929292002,124.59526696808712,-171.563793208868,-843.71783993381,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
12.0,260000.0,208000.0,decrease,0.1371428519487381,0.13811007142066956,15174.126953125,13989.02395138046,-1437.2065326501477,-1335.784718353783,101.42181429636457,-148.9979491531658,-1185.1030017445391,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
13.0,630000.0,630000.0,hold,0.05245901644229889,0.05245901644229889,10037.1494140625,10037.1494140625,-270.6739477059548,-270.6739477059548,0.0,0.0,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
14.0,70000.0,56000.0,decrease,0.4861111044883728,0.4861111044883728,66353.71875,61171.47719432734,-24808.917825528682,-22871.335315780907,1937.5825097477755,-2519.145166353581,-5182.241555672663,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
15.0,250000.0,200000.0,decrease,0.03867403417825699,0.03875968977808952,70312.2734375,64820.86779896319,-1120.723311295761,-1037.636364643045,83.08694665271605,-206.82253903846004,-5491.405638536809,"delinq_max, pay_ratio_min, PAY_0, BILL_AMT1, LIMIT_BAL",No severe past delinquency | Minimum payment ratio is healthy | PAY_0 decreases default risk,-0.2869102954864502
16.0,50000.0,50000.0,hold,0.32669323682785034,0.32669323682785034,44264.0078125,44264.0078125,-10904.641472603606,-10904.641472603606,0.0,0.0,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
17.0,20000.0,16000.0,decrease,0.5555555820465088,0.4861111044883728,16128.6220703125,14868.972768011576,-6926.347486449816,-5559.343628372343,1367.0038580774726,-1732.3732470149835,-1259.6493023009243,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
18.0,320000.0,320000.0,hold,0.13445378839969635,0.1133093535900116,253210.203125,253210.203125,-23437.903810415308,-19154.71450391643,4283.189306498876,-5353.986633123597,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
19.0,360000.0,288000.0,decrease,0.4861111044883728,0.4065040647983551,56.49213790893555,52.08008821291937,-21.121782374423674,-16.15541271969311,4.966369654730563,-6.290688000213507,-4.412049696016176,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
20.0,180000.0,144000.0,decrease,0.32669323682785034,0.32669323682785034,56.49213790893555,52.080088212919385,-13.917097442402337,-12.830168750853097,1.0869286915492395,-1.441386796236852,-4.412049696016162,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
21.0,130000.0,130000.0,hold,0.05245901644229889,0.05245901644229889,34488.94140625,34488.94140625,-930.0706343526114,-930.0706343526114,0.0,0.0,0.0,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
22.0,120000.0,96000.0,decrease,0.32669323682785034,0.32669323682785034,328.64642333984375,302.97905782907594,-80.96355470013398,-74.64028140715048,6.323273292983501,-8.385354719556261,-25.66736551076781,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
23.0,70000.0,56000.0,decrease,0.7229437232017517,0.7229437232017517,41312.01171875,38085.53356635041,-23273.32747614477,-21455.67494577087,1817.6525303739,-2332.5621283248693,-3226.4781523995916,"LIMIT_BAL, SEX, EDUCATION, MARRIAGE, AGE",Low credit limit reduces exposure | SEX decreases default risk | EDUCATION decreases default risk,0.0
